model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
GSmart T4,0.512,100.0,1400.0,2,1.3,8.0,0.6,4.0,15,0,1,0,0
GSmart Guru,2.0,440.0,2500.0,4,1.5,13.0,5.0,32.0,15,0,1,0,0
GSmart Roma R2,1.0,140.0,1400.0,2,1.3,5.0,0.6,4.0,15,0,1,0,0
GSmart Aku A1,1.0,150.0,2000.0,4,1.2,5.0,0.6,4.0,15,0,1,0,0
GSmart Maya M1 v2,1.0,200.0,1700.0,4,1.2,8.0,2.0,4.0,15,0,1,0,0
GSmart Sierra S1,1.0,220.0,2000.0,4,1.5,13.0,2.0,4.0,15,0,1,0,0
GSmart Simba SX1,1.0,260.0,1900.0,2,1.4,13.0,2.0,4.0,15,0,1,0,0
GSmart Maya M1,1.0,220.0,1700.0,2,1.0,8.0,2.0,4.0,15,0,1,0,0
GSmart Rio R1,0.512,150.0,1500.0,2,1.0,5.0,0.6,4.0,15,0,1,0,0
GSmart GS202,0.512,110.0,1500.0,2,1.0,5.0,0.6,4.0,15,0,1,0,0
GSmart G1362,0.512,210.0,1550.0,2,1.2,5.0,0.6,4.0,15,0,1,0,0
GSmart G1355,0.512,190.0,1500.0,1,0.8,5.0,0.0,1.0,15,0,1,0,0
A1 Lite,3.0,27000.0,4000.0,8,1.3,13.0,20.0,32.0,16,0,0,0,3
S10B,4.0,240.0,3700.0,8,1.8,13.0,16.0,64.0,16,0,0,0,2
S10C,4.0,200.0,3100.0,4,1.4,13.0,16.0,32.0,16,0,0,0,2
M6s Plus,6.0,460.0,6020.0,8,1.95,12.0,8.0,256.0,16,0,0,1,1
A1 Plus,4.0,370.0,4550.0,8,2.5,13.0,20.0,64.0,16,0,0,0,2
A1,4.0,280.0,4010.0,8,2.0,13.0,16.0,64.0,16,0,0,0,2
F5,4.0,250.0,4000.0,8,1.5,13.0,8.0,32.0,16,0,0,1,2
M2017,6.0,1150.0,7000.0,8,1.95,12.0,8.0,128.0,16,0,0,1,1
Steel 2,3.0,210.0,4000.0,4,1.25,8.0,5.0,32.0,16,0,0,1,2
S9,4.0,370.0,3000.0,8,2.0,13.0,13.0,64.0,16,0,0,0,2
S6s,3.0,280.0,3150.0,8,1.3,13.0,8.0,32.0,16,0,0,1,2
S6 Pro,4.0,390.0,3130.0,8,1.8,13.0,8.0,64.0,16,0,0,1,2
P5 Mini,1.0,90.0,1800.0,4,1.3,5.0,2.0,8.0,16,0,1,0,0
S8,4.0,450.0,3000.0,8,1.9,16.0,8.0,64.0,16,0,0,0,2
Marathon M5 mini,2.0,120.0,4000.0,4,1.3,8.0,5.0,16.0,16,0,0,1,2
Marathon M5 enjoy,3.0,340.0,5000.0,4,0.0,8.0,5.0,16.0,16,0,0,1,2
Marathon M5 Plus,3.0,420.0,5020.0,8,1.3,13.0,5.0,64.0,16,0,0,1,2
Marathon M5 lite,3.0,170.0,4000.0,4,1.3,8.0,5.0,32.0,16,0,0,1,2
Pioneer P5W,1.0,90.0,2000.0,4,1.3,5.0,2.0,16.0,16,0,1,0,0
S6,3.0,290.0,3150.0,8,1.3,13.0,5.0,32.0,16,0,0,0,2
F103,2.0,130.0,2400.0,4,1.3,8.0,5.0,16.0,16,0,1,0,0
Elife E8,3.0,480.0,3500.0,8,2.0,24.0,8.0,64.0,16,0,0,1,2
Marathon M4,2.0,220.0,5000.0,4,1.3,8.0,5.0,16.0,16,0,0,0,2
Marathon M5,3.0,330.0,6020.0,4,1.3,13.0,5.0,32.0,16,0,0,1,1
Pioneer P4S,1.0,120.0,1800.0,4,1.3,5.0,2.0,8.0,16,0,1,1,0
Elife S7,2.0,400.0,2700.0,8,1.7,13.0,8.0,16.0,16,0,0,0,0
Marathon M3,1.0,170.0,5000.0,4,1.3,8.0,2.0,8.0,16,0,0,0,2
Elife S5.1,1.0,240.0,2050.0,8,1.7,8.0,5.0,16.0,16,0,0,0,0
Pioneer P4,1.0,100.0,1800.0,4,1.3,5.0,2.0,8.0,16,0,1,1,0
Ctrl V5,1.0,160.0,1800.0,4,1.3,8.0,2.0,8.0,16,0,1,1,0
Elife S5.5,2.0,270.0,2300.0,8,1.7,13.0,5.0,16.0,16,0,0,0,0
Elife E6,2.0,250.0,2000.0,4,1.5,13.0,5.0,32.0,16,0,0,0,0
Elife E5,1.0,200.0,2000.0,4,1.5,8.0,5.0,16.0,16,0,0,0,0
Elife E3,1.0,180.0,1800.0,4,1.2,8.0,2.0,16.0,16,0,1,0,0
M2,1.0,130.0,4200.0,4,1.3,8.0,2.0,4.0,16,0,1,0,2
Gpad G4,1.0,220.0,3200.0,4,1.5,13.0,5.0,16.0,16,0,0,0,2
Gpad G3,0.512,110.0,2250.0,4,1.2,5.0,0.6,4.0,16,0,1,0,0
Gpad G2,1.0,160.0,3000.0,4,1.2,8.0,2.0,4.0,16,0,1,0,2
Pioneer P3,0.512,90.0,1700.0,4,1.3,5.0,0.6,4.0,16,0,1,0,0
Pioneer P2,0.512,70.0,1700.0,2,1.3,5.0,0.6,4.0,16,0,1,0,0
Ctrl V4,0.512,110.0,1800.0,4,1.2,5.0,0.6,4.0,16,0,1,0,0
Dream D1,1.0,170.0,2100.0,4,1.2,8.0,1.0,4.0,16,0,1,0,0
Pixel XL,4.0,880.0,3450.0,4,2.15,12.3,8.0,128.0,17,0,0,0,2
Pixel,4.0,770.0,2770.0,4,2.15,12.3,8.0,128.0,17,0,0,0,2
Pixel C,3.0,600.0,9240.0,4,1.9,8.0,2.0,64.0,17,0,0,1,1
Elite x3,4.0,700.0,4150.0,4,2.15,16.0,8.0,64.0,18,2,0,1,2
U Ultra,4.0,750.0,3000.0,4,2.15,12.0,16.0,128.0,19,0,0,0,2
10 evo,3.0,570.0,3200.0,8,1.5,16.0,8.0,32.0,19,0,0,0,2
Desire 650,2.0,200.0,2200.0,4,1.6,13.0,5.0,16.0,19,0,0,0,0
Desire 10 Pro,4.0,460.0,3000.0,8,1.8,20.0,13.0,64.0,19,0,0,0,2
Desire 10 Lifestyle,3.0,260.0,2700.0,4,1.4,13.0,5.0,32.0,19,0,0,0,0
Desire 728 Ultra,3.0,220.0,2800.0,8,1.5,13.0,5.0,32.0,19,0,0,1,2
Desire 628,3.0,200.0,2200.0,8,1.3,13.0,5.0,32.0,19,0,0,0,0
One M9 Prime Camera,2.0,390.0,2840.0,8,2.2,13.0,4.0,16.0,19,0,0,1,2
Desire 830,3.0,280.0,2800.0,8,1.5,13.0,4.0,32.0,19,0,0,0,2
One S9,2.0,270.0,2840.0,8,2.0,13.0,4.0,16.0,19,0,0,0,2
10 Lifestyle,3.0,420.0,3000.0,8,1.8,12.0,5.0,32.0,19,0,0,0,2
10,4.0,500.0,3000.0,4,2.15,12.0,5.0,64.0,19,0,0,0,2
Desire 825,2.0,240.0,2700.0,4,1.6,13.0,5.0,16.0,19,0,0,0,0
Desire 630,2.0,190.0,2200.0,4,1.6,13.0,5.0,16.0,19,0,1,0,0
Desire 530,1.5,170.0,2200.0,4,1.1,8.0,5.0,16.0,19,0,0,0,0
Desire 625,1.5,70.0,2000.0,4,1.1,5.0,1.3,8.0,19,0,0,0,0
One X9,3.0,300.0,3000.0,8,2.2,13.0,5.0,32.0,19,0,0,0,2
One M9s,2.0,270.0,2840.0,8,2.2,13.0,4.0,16.0,19,0,0,1,2
Desire 828 dual sim,2.0,250.0,2800.0,8,1.5,13.0,4.0,16.0,19,0,0,0,2
One E9s dual sim,2.0,310.0,2600.0,8,1.5,13.0,4.0,16.0,19,0,1,0,0
Butterfly 3,3.0,300.0,2700.0,8,1.5,20.2,13.0,32.0,19,0,0,0,0
One A9,2.0,300.0,2150.0,8,1.5,13.0,4.0,16.0,19,0,0,0,0
One M9+ Supreme Camera,3.0,480.0,2840.0,8,2.2,21.0,4.0,32.0,19,0,0,1,2
Desire 626s,1.0,190.0,2000.0,4,1.1,8.0,2.0,8.0,19,0,0,0,0
Desire 526,1.5,110.0,2000.0,4,1.1,8.0,2.0,8.0,19,0,1,0,0
One ME,3.0,340.0,2840.0,8,2.2,20.0,4.0,32.0,19,0,0,1,2
Desire 820G+ dual sim,1.0,180.0,2600.0,8,1.7,13.0,8.0,16.0,19,0,0,1,0
One M9+,3.0,500.0,2840.0,8,2.2,20.0,4.0,32.0,19,0,0,1,2
One M8s,2.0,330.0,2840.0,8,1.7,13.0,5.0,32.0,19,0,0,1,2
One E9+,3.0,320.0,2800.0,8,2.0,20.0,13.0,32.0,19,0,0,1,2
One E9,2.0,320.0,2800.0,8,2.0,13.0,4.0,16.0,19,0,0,1,2
One M9,3.0,420.0,2840.0,8,1.5,20.0,4.0,32.0,19,0,0,1,2
Desire 820s dual sim,2.0,370.0,2600.0,8,1.7,13.0,8.0,16.0,19,0,0,1,0
Desire 626G+,1.0,250.0,2000.0,8,1.7,13.0,5.0,8.0,19,0,0,1,0
Desire 826 dual sim,2.0,200.0,2600.0,8,1.7,13.0,4.0,16.0,19,0,0,1,0
Desire 620G dual sim,1.0,190.0,2100.0,8,1.7,8.0,5.0,8.0,19,0,1,1,0
Desire 620,1.0,180.0,2100.0,4,1.2,8.0,5.0,8.0,19,0,1,1,0
One (M8 Eye),2.0,260.0,2600.0,4,2.3,13.0,5.0,16.0,19,0,0,1,0
Desire Eye,2.0,380.0,2400.0,4,2.3,13.0,13.0,16.0,19,0,0,1,0
Desire 612,1.0,240.0,2040.0,4,1.2,8.0,1.3,8.0,19,0,0,1,0
Desire 820q dual sim,1.0,260.0,2600.0,4,1.2,13.0,8.0,16.0,19,0,0,1,0
Desire 820 dual sim,2.0,320.0,2600.0,8,1.7,13.0,8.0,16.0,19,0,0,1,0
Desire 820,2.0,340.0,2600.0,8,1.5,13.0,8.0,16.0,19,0,0,1,0
One (E8) CDMA,2.0,350.0,2600.0,4,2.3,13.0,5.0,16.0,19,0,0,0,0
Desire 510,1.0,200.0,2100.0,4,1.2,5.0,0.6,8.0,19,0,1,1,0
One (M8) for Windows,2.0,300.0,2600.0,4,2.3,4.0,5.0,32.0,19,2,0,0,0
One (M8) for Windows (CDMA),2.0,300.0,2600.0,4,2.3,4.0,5.0,32.0,19,2,0,0,0
Butterfly 2,2.0,250.0,2700.0,4,2.5,13.0,5.0,32.0,19,0,0,1,0
One Remix,1.5,280.0,2100.0,4,1.2,13.0,5.0,16.0,19,0,0,1,0
One (M8) dual sim,2.0,300.0,2600.0,4,2.3,4.0,5.0,16.0,19,0,0,1,0
Desire 516 dual sim,1.0,160.0,1950.0,4,1.2,5.0,2.0,4.0,19,0,1,1,0
One (E8),2.0,420.0,2600.0,4,2.5,13.0,5.0,16.0,19,0,0,1,0
One mini 2,1.0,250.0,2110.0,4,1.2,13.0,5.0,16.0,19,0,0,1,0
Desire 616 dual sim,1.0,180.0,2000.0,8,1.4,8.0,2.0,4.0,19,0,1,1,0
Desire 210 dual sim,0.512,100.0,1300.0,2,1.0,5.0,0.6,4.0,19,0,1,1,0
One (M8) CDMA,2.0,250.0,2600.0,4,2.3,4.0,5.0,32.0,19,0,0,0,0
One (M8),2.0,250.0,2600.0,4,2.3,4.0,5.0,32.0,19,0,0,1,0
Desire 310 dual sim,0.512,140.0,2000.0,4,1.3,5.0,0.6,4.0,19,0,1,0,0
Desire 816 dual sim,1.5,250.0,2600.0,4,1.6,13.0,5.0,8.0,19,0,0,1,0
Desire 816,1.5,250.0,2600.0,4,1.6,13.0,5.0,8.0,19,0,0,1,0
Desire 610,1.0,200.0,2040.0,4,1.2,8.0,1.3,8.0,19,0,0,1,0
Desire 501 dual sim,1.0,190.0,2100.0,2,1.2,8.0,2.1,8.0,19,0,1,0,0
Desire 700,1.0,220.0,2100.0,4,1.2,8.0,2.1,8.0,19,0,1,1,0
Desire 700 dual sim,1.0,250.0,2100.0,4,1.2,8.0,2.1,8.0,19,0,1,1,0
Desire 601 dual sim,1.0,270.0,2100.0,4,1.2,5.0,0.6,4.0,19,0,1,1,0
One Max,2.0,370.0,3300.0,4,1.7,4.0,2.1,32.0,19,0,0,1,2
Desire 300,0.512,160.0,1650.0,2,1.0,5.0,0.6,4.0,19,0,1,0,0
Desire 601,1.0,230.0,2100.0,2,1.4,5.0,0.6,8.0,19,0,1,1,0
Desire 500,1.0,180.0,1800.0,4,1.2,8.0,1.6,4.0,19,0,1,0,0
One mini,1.0,240.0,1800.0,2,1.4,4.0,1.6,16.0,19,0,0,1,0
8XT,1.0,170.0,1800.0,2,1.4,8.0,1.6,8.0,19,2,1,1,0
Butterfly S,2.0,300.0,3200.0,4,1.9,4.0,2.1,16.0,19,0,0,1,2
Desire 600 dual sim,1.0,290.0,1860.0,4,1.2,8.0,1.6,8.0,19,0,1,0,0
First,1.0,200.0,2000.0,2,1.4,5.0,1.6,16.0,19,0,0,1,0
One Dual Sim,2.0,300.0,2300.0,4,1.7,4.0,2.1,32.0,19,0,0,1,0
One,2.0,270.0,2300.0,4,1.7,4.0,2.1,64.0,19,0,0,1,0
Butterfly,2.0,330.0,2020.0,4,1.5,8.0,2.1,16.0,19,0,0,1,0
DROID DNA,2.0,280.0,2020.0,4,1.5,8.0,2.1,16.0,19,0,0,0,0
One SV,1.0,200.0,1800.0,2,1.2,5.0,1.6,8.0,19,0,1,0,0
Desire SV,0.768,270.0,1620.0,2,1.0,8.0,0.0,4.0,19,0,1,0,0
One VX,1.0,290.0,1800.0,2,1.2,5.0,0.6,8.0,19,0,0,0,0
One X+,1.0,220.0,2100.0,4,1.7,8.0,1.6,64.0,19,0,0,0,0
Windows Phone 8X,1.0,170.0,1800.0,2,1.5,8.0,2.1,16.0,19,2,0,0,0
Windows Phone 8S,0.512,150.0,1700.0,2,1.0,5.0,0.0,4.0,19,2,0,1,0
Desire X,0.768,190.0,1650.0,2,1.0,5.0,0.0,4.0,19,0,1,0,0
Desire VT,0.512,200.0,1650.0,1,1.0,5.0,0.0,4.0,19,0,1,0,0
Desire VC,0.512,150.0,1650.0,1,1.0,5.0,0.0,4.0,19,0,1,0,0
Desire V,0.512,160.0,1650.0,1,1.0,5.0,0.0,4.0,19,0,1,0,0
Desire C,0.512,120.0,1230.0,1,0.6,5.0,0.0,4.0,19,0,1,0,0
DROID Incredible 4G LTE,1.0,270.0,1700.0,2,1.2,8.0,1.3,8.0,19,0,0,0,0
Evo 4G LTE,1.0,180.0,2000.0,2,1.5,8.0,1.3,16.0,19,0,0,0,0
One X,1.0,170.0,1800.0,4,1.5,8.0,1.3,32.0,19,0,0,1,0
One X AT&T,1.0,190.0,1800.0,2,1.5,8.0,1.3,16.0,19,0,0,1,0
One XL,1.0,180.0,1800.0,2,1.5,8.0,1.3,32.0,19,0,0,1,0
One S C2,1.0,180.0,1650.0,2,1.7,8.0,0.6,16.0,19,0,0,1,0
One S,1.0,220.0,1650.0,2,1.5,8.0,0.6,16.0,19,0,0,1,0
Velocity 4G Vodafone,1.0,160.0,1620.0,2,1.5,8.0,1.3,16.0,19,0,1,0,0
One V,0.512,130.0,1500.0,1,1.0,5.0,0.0,4.0,19,0,0,0,0
Velocity 4G,1.0,200.0,1620.0,2,1.5,8.0,1.3,16.0,19,0,1,0,0
Rezound,1.0,160.0,1620.0,2,1.5,8.0,2.0,16.0,19,0,1,0,0
Vivid,1.0,160.0,1620.0,2,1.2,8.0,1.3,16.0,19,0,1,0,0
Sensation XL,0.768,170.0,1600.0,1,1.5,8.0,1.3,16.0,19,0,1,0,0
Amaze 4G,1.0,180.0,1730.0,2,1.5,8.0,2.0,16.0,19,0,1,0,0
Rhyme,0.768,140.0,1600.0,1,1.0,5.0,0.6,4.0,19,0,0,0,0
Rhyme CDMA,0.768,120.0,1600.0,1,1.0,5.0,0.6,4.0,19,0,0,0,0
Sensation XE,0.768,140.0,1730.0,2,1.5,8.0,0.6,4.0,19,0,1,0,0
Jetstream,1.0,280.0,7300.0,2,1.5,8.0,1.3,32.0,19,0,0,0,1
Titan,0.512,140.0,1600.0,1,1.5,8.0,1.3,16.0,19,2,1,0,0
Radar,0.512,140.0,1520.0,1,1.0,5.0,0.6,8.0,19,2,0,0,0
Panache,0.768,200.0,1400.0,1,1.0,5.0,0.6,8.0,19,0,1,0,0
DROID Incredible 2,0.768,100.0,1450.0,1,1.0,8.0,1.3,1.1,19,0,1,0,0
Sensation 4G,0.768,210.0,1520.0,2,1.2,8.0,0.6,1.0,19,0,1,0,0
EVO 3D,1.0,150.0,1730.0,2,1.2,5.0,1.3,1.0,19,0,1,0,0
Sensation,0.768,120.0,1520.0,2,1.2,8.0,0.6,1.0,19,0,1,0,0
EVO 3D CDMA,1.0,220.0,1730.0,2,1.2,5.0,1.3,4.0,19,0,1,0,0
Incredible S,0.768,190.0,1450.0,1,1.0,8.0,1.3,1.1,19,0,1,0,0
Desire S,0.768,100.0,1450.0,1,1.0,5.0,0.6,1.1,19,0,1,0,0
Flyer,1.0,300.0,4000.0,1,1.5,5.0,1.3,32.0,19,0,0,1,2
Flyer Wi-Fi,1.0,110.0,4000.0,1,1.5,5.0,1.3,32.0,19,0,0,0,2
Inspire 4G,0.768,120.0,1230.0,1,1.0,8.0,0.0,4.0,19,0,1,0,0
ThunderBolt 4G,0.768,230.0,1400.0,1,0.0,8.0,1.3,4.0,19,0,1,0,0
Desire HD,0.768,150.0,1230.0,1,1.0,8.0,0.0,1.5,19,0,1,0,0
Desire Z,0.512,100.0,1300.0,1,0.8,5.0,0.0,1.5,19,0,1,0,0
Evo 4G+,1.0,150.0,1730.0,2,1.2,8.0,1.3,4.0,19,0,1,0,0
Evo 4G,0.512,90.0,1500.0,1,1.0,8.0,1.3,1.0,19,0,1,0,0
Y7 Prime,3.0,250.0,4000.0,8,1.4,12.0,8.0,32.0,20,0,0,0,2
nova 2 plus,4.0,380.0,3340.0,8,2.36,12.0,20.0,128.0,20,0,0,1,2
nova 2,4.0,330.0,2950.0,8,2.36,12.0,20.0,64.0,20,0,0,1,2
Y7,2.0,250.0,4000.0,8,1.4,12.0,8.0,16.0,20,0,0,0,2
P10,4.0,600.0,3200.0,8,2.4,20.0,8.0,64.0,20,0,0,0,2
P8 Lite (2017),3.0,200.0,3000.0,8,2.1,12.0,8.0,16.0,20,0,0,0,2
Honor Magic,4.0,600.0,2900.0,8,2.3,12.0,8.0,64.0,20,0,0,0,2
Mate 9 Porsche Design,6.0,1400.0,4000.0,8,2.4,20.0,8.0,256.0,20,0,0,1,2
Mate 9,4.0,630.0,4000.0,8,2.4,20.0,8.0,64.0,20,0,0,1,2
Enjoy 6,3.0,200.0,4100.0,8,1.4,13.0,5.0,16.0,20,0,0,1,2
Honor Pad 2,3.0,230.0,4800.0,8,1.2,8.0,2.0,32.0,20,0,0,1,2
Honor Holly 3,2.0,140.0,3100.0,8,1.2,13.0,8.0,16.0,20,0,0,0,2
MediaPad M3 8.4,4.0,340.0,5100.0,8,2.3,8.0,8.0,64.0,20,0,0,1,2
nova plus,3.0,420.0,3340.0,8,2.0,16.0,8.0,32.0,20,0,0,1,2
nova,3.0,300.0,3020.0,8,2.0,12.0,8.0,32.0,20,0,0,1,2
Honor Note 8,4.0,440.0,4500.0,8,2.5,13.0,5.0,128.0,20,0,0,1,2
Honor 8,4.0,340.0,3000.0,8,2.3,12.0,8.0,64.0,20,0,0,1,2
MediaPad M2 7.0,3.0,250.0,4360.0,8,1.5,13.0,5.0,32.0,20,0,0,0,2
Y3II,1.0,80.0,2100.0,4,1.0,5.0,2.0,8.0,20,0,1,1,0
Y5II,1.0,110.0,2200.0,4,1.3,8.0,2.0,8.0,20,0,1,1,0
P9 Plus,4.0,580.0,3400.0,8,2.5,12.0,8.0,64.0,20,0,0,1,2
Honor Holly 2 Plus,2.0,140.0,4000.0,4,1.3,13.0,5.0,16.0,20,0,0,1,2
Enjoy 5s,2.0,200.0,2200.0,8,1.5,13.0,5.0,16.0,20,0,0,0,0
G7 Plus,3.0,280.0,3000.0,8,1.5,13.0,5.0,32.0,20,0,0,0,2
Y6 Pro,2.0,190.0,4000.0,4,1.3,13.0,5.0,16.0,20,0,0,1,2
Nexus 6P,3.0,450.0,3450.0,8,1.55,12.3,8.0,128.0,20,0,0,1,2
Honor 7,3.0,300.0,3100.0,8,2.2,20.0,8.0,64.0,20,0,0,1,2
Honor Bee,1.0,70.0,1730.0,4,1.2,8.0,2.0,8.0,20,0,1,0,0
Y560,1.0,110.0,2000.0,4,1.1,5.0,2.0,8.0,20,0,1,0,0
Y625,1.0,130.0,2000.0,4,1.2,8.0,2.0,4.0,20,0,1,1,0
Honor 4C,2.0,170.0,2550.0,8,1.2,13.0,5.0,8.0,20,0,0,0,0
P8lite ALE-L04,2.0,230.0,2200.0,8,1.5,13.0,5.0,16.0,20,0,0,0,0
P8lite,2.0,170.0,2200.0,8,1.2,13.0,5.0,16.0,20,0,0,0,0
P8max,3.0,420.0,4360.0,8,2.2,13.0,5.0,64.0,20,0,0,1,2
P8,3.0,270.0,2680.0,8,2.0,13.0,8.0,64.0,20,0,0,1,0
SnapTo,1.0,170.0,2200.0,4,1.2,5.0,2.0,8.0,20,0,0,0,0
Y635,1.0,140.0,2000.0,4,1.2,5.0,2.0,4.0,20,0,1,1,0
Y360,0.512,90.0,1730.0,4,1.2,5.0,2.0,4.0,20,0,1,1,0
Ascend Y540,1.0,110.0,1950.0,2,1.3,5.0,0.6,4.0,20,0,1,0,0
Ascend Y520,0.512,80.0,1750.0,2,1.3,5.0,0.6,4.0,20,0,1,0,0
Ascend Y221,0.512,130.0,1350.0,2,1.0,2.0,0.0,4.0,20,0,1,0,0
Ascend GX1,1.0,200.0,3500.0,4,1.2,8.0,2.0,8.0,20,0,1,0,2
Honor 6 Plus,3.0,320.0,3600.0,8,1.8,8.0,8.0,32.0,20,0,0,1,2
Ascend Mate7 Monarch,3.0,500.0,4100.0,8,1.8,13.0,5.0,64.0,20,0,0,1,2
Honor 4X,2.0,200.0,3000.0,8,1.2,13.0,5.0,8.0,20,0,0,1,2
Honor Holly,1.0,100.0,2000.0,4,1.3,8.0,2.0,16.0,20,0,1,0,0
MediaPad T1 10,1.0,180.0,4800.0,4,1.2,5.0,2.0,8.0,20,0,0,1,2
MediaPad T1 8.0,1.0,150.0,4800.0,4,1.2,5.0,0.6,16.0,20,0,0,1,2
Honor 4 Play,1.0,100.0,2000.0,4,1.2,8.0,2.0,8.0,20,0,0,0,0
Ascend G620s,1.0,180.0,2000.0,4,1.2,8.0,2.0,8.0,20,0,0,1,0
Ascend Y550,1.0,130.0,2000.0,4,1.2,5.0,2.0,4.0,20,0,1,0,0
Honor 3C Play,1.0,130.0,2000.0,4,1.3,8.0,2.0,16.0,20,0,1,0,0
Honor 6,3.0,290.0,3100.0,8,1.7,13.0,5.0,32.0,20,0,0,1,2
Honor 3X Pro,2.0,200.0,3000.0,8,1.7,13.0,5.0,32.0,20,0,1,0,2
Ascend G535,1.0,110.0,2000.0,4,1.2,5.0,1.0,8.0,20,0,0,0,0
Ascend G630,1.0,170.0,2000.0,4,1.2,8.0,1.0,4.0,20,0,0,0,0
Ascend Y330,0.512,70.0,1500.0,2,1.3,3.15,0.0,4.0,20,0,1,0,0
Ascend P7,2.0,250.0,2500.0,4,1.8,13.0,8.0,16.0,20,0,0,1,0
Ascend P7 mini,1.0,180.0,2000.0,4,1.2,8.0,5.0,8.0,20,0,0,1,0
Ascend G730,1.0,270.0,2300.0,4,1.3,5.0,0.6,4.0,20,0,1,0,0
Ascend Y600,0.512,100.0,2100.0,2,1.3,5.0,0.6,4.0,20,0,1,0,0
Ascend G6 4G,1.0,240.0,2000.0,4,1.2,8.0,5.0,8.0,20,0,0,0,0
MediaPad M1,1.0,300.0,4800.0,4,1.6,5.0,1.0,8.0,20,0,0,1,2
MediaPad X1,2.0,350.0,5000.0,4,1.6,13.0,5.0,16.0,20,0,0,1,2
Ascend Y530,0.512,100.0,1750.0,2,1.2,5.0,0.6,4.0,20,0,1,0,0
Ascend Mate2 4G,2.0,330.0,4050.0,4,1.6,13.0,5.0,16.0,20,0,0,0,2
Ascend Y320,0.512,100.0,1350.0,2,1.3,2.0,0.0,4.0,20,0,1,0,0
Honor 3X G750,2.0,250.0,3000.0,8,1.7,13.0,5.0,16.0,20,0,1,1,2
Honor 3C,2.0,140.0,2300.0,4,1.3,8.0,5.0,8.0,20,0,1,1,0
Ascend G740,1.0,250.0,2400.0,2,1.2,8.0,1.0,8.0,20,0,1,0,0
Ascend Y511,0.512,110.0,1730.0,2,1.3,3.15,0.6,4.0,20,0,1,0,0
Ascend W2,0.512,150.0,1700.0,2,1.4,5.0,0.0,8.0,20,2,1,0,0
Ascend G700,2.0,190.0,2150.0,4,1.2,8.0,1.3,8.0,20,0,1,0,0
G610s,1.0,150.0,2150.0,4,1.2,5.0,0.6,4.0,20,0,1,0,0
Ascend G525,1.0,160.0,1700.0,4,1.2,5.0,0.6,4.0,20,0,1,0,0
MediaPad 7 Vogue,1.0,180.0,4100.0,4,1.2,3.15,0.6,8.0,20,0,0,1,2
Ascend P6,2.0,230.0,2000.0,4,1.5,8.0,5.0,16.0,20,0,0,1,0
Ascend Y300,0.512,90.0,1730.0,2,1.0,5.0,0.6,4.0,20,0,1,0,0
Premia 4G M931,1.0,120.0,1650.0,2,1.5,5.0,1.3,4.0,20,0,1,0,0
Ascend P2,1.0,210.0,2420.0,4,1.5,13.0,1.3,16.0,20,0,1,0,0
Ascend G615,1.0,250.0,2150.0,4,1.4,8.0,1.3,8.0,20,0,1,1,0
Ascend G350,0.512,170.0,1730.0,2,1.0,5.0,0.6,4.0,20,0,1,0,0
Ascend W1,0.512,160.0,1950.0,2,1.2,5.0,0.6,4.0,20,2,1,0,0
Ascend Mate,2.0,230.0,4050.0,4,1.5,8.0,1.0,8.0,20,0,0,0,2
Ascend D2,2.0,310.0,3000.0,4,1.5,13.0,1.3,32.0,20,0,1,0,2
Ascend G510,0.512,100.0,1700.0,2,1.2,5.0,0.6,4.0,20,0,1,0,0
Ascend G500,1.0,200.0,1930.0,1,1.0,5.0,0.6,4.0,20,0,1,1,0
MediaPad 10 Link,1.0,250.0,6600.0,4,1.2,3.15,0.6,32.0,20,0,0,1,1
Honor 2,2.0,150.0,2230.0,4,1.4,8.0,1.3,8.0,20,0,1,0,0
Ascend P1 LTE,1.0,150.0,2000.0,2,1.5,8.0,1.3,4.0,20,0,1,1,0
Fusion 2 U8665,0.512,50.0,1400.0,1,0.8,3.15,0.0,4.0,20,0,1,0,0
Ascend G330,0.512,110.0,1500.0,2,1.0,5.0,0.6,4.0,20,0,1,0,0
Ascend G330D U8825D,0.512,110.0,1550.0,2,1.0,5.0,0.6,4.0,20,0,1,0,0
Ascend G300,0.512,130.0,1350.0,1,1.0,5.0,0.0,4.0,20,0,1,0,0
Ascend P1 XL U9200E,1.0,230.0,2600.0,2,1.5,8.0,1.3,4.0,20,0,0,0,0
Ascend P1,1.0,170.0,1670.0,2,1.5,8.0,1.3,4.0,20,0,0,0,0
Ascend D1 XL U9500E,1.0,350.0,2600.0,2,1.5,8.0,1.3,8.0,20,0,1,0,0
Ascend D1,1.0,210.0,1800.0,2,1.5,8.0,1.3,8.0,20,0,1,0,0
Ascend D quad XL,1.0,260.0,2600.0,4,1.4,8.0,1.3,8.0,20,0,0,1,0
Ascend D quad,1.0,290.0,1800.0,4,1.5,8.0,1.3,8.0,20,0,1,0,0
Ascend P1s,1.0,260.0,1800.0,2,1.5,8.0,1.3,4.0,20,0,0,0,0
M886 Mercury,0.512,110.0,1900.0,1,1.4,8.0,0.6,4.0,20,0,1,1,0
MediaPad,1.0,150.0,4100.0,2,1.2,5.0,1.3,8.0,20,0,0,1,2
MediaPad S7-301w,1.0,160.0,4100.0,2,1.2,5.0,1.3,8.0,20,0,0,1,2
